,code,voivodeship,year,sex,age,rate
1950,3000000,WIELKOPOLSKIE,2011,females,30-39,72.1
1951,3200000,ZACHODNIOPOMORSKIE,2011,females,30-39,68.9
1952,200000,DOLNOŚLĄSKIE,2012,females,30-39,75.3
1953,400000,KUJAWSKO-POMORSKIE,2012,females,30-39,70.9
1954,600000,LUBELSKIE,2012,females,30-39,75.0
1955,800000,LUBUSKIE,2012,females,30-39,70.7
1956,1000000,ŁÓDZKIE,2012,females,30-39,75.1
1957,1200000,MAŁOPOLSKIE,2012,females,30-39,69.7
1958,1400000,MAZOWIECKIE,2012,females,30-39,78.9
1959,1600000,OPOLSKIE,2012,females,30-39,69.5
1960,1800000,PODKARPACKIE,2012,females,30-39,63.8
1961,2000000,PODLASKIE,2012,females,30-39,76.7
1962,2200000,POMORSKIE,2012,females,30-39,73.2
1963,2400000,ŚLĄSKIE,2012,females,30-39,71.5
1964,2600000,ŚWIĘTOKRZYSKIE,2012,females,30-39,69.1
1965,2800000,WARMIŃSKO-MAZURSKIE,2012,females,30-39,68.9
1966,3000000,WIELKOPOLSKIE,2012,females,30-39,73.1
1967,3200000,ZACHODNIOPOMORSKIE,2012,females,30-39,67.0
1968,200000,DOLNOŚLĄSKIE,2013,females,30-39,75.8
1969,400000,KUJAWSKO-POMORSKIE,2013,females,30-39,69.2
1970,600000,LUBELSKIE,2013,females,30-39,73.4
1971,800000,LUBUSKIE,2013,females,30-39,72.4
1972,1000000,ŁÓDZKIE,2013,females,30-39,73.0
1973,1200000,MAŁOPOLSKIE,2013,females,30-39,67.8
1974,1400000,MAZOWIECKIE,2013,females,30-39,78.6
1975,1600000,OPOLSKIE,2013,females,30-39,70.0
1976,1800000,PODKARPACKIE,2013,females,30-39,63.4
1977,2000000,PODLASKIE,2013,females,30-39,75.3
1978,2200000,POMORSKIE,2013,females,30-39,71.5
1979,2400000,ŚLĄSKIE,2013,females,30-39,72.0
1980,2600000,ŚWIĘTOKRZYSKIE,2013,females,30-39,66.7
1981,2800000,WARMIŃSKO-MAZURSKIE,2013,females,30-39,68.3
1982,3000000,WIELKOPOLSKIE,2013,females,30-39,72.4
1983,3200000,ZACHODNIOPOMORSKIE,2013,females,30-39,67.6
1984,200000,DOLNOŚLĄSKIE,2014,females,30-39,74.4
1985,400000,KUJAWSKO-POMORSKIE,2014,females,30-39,69.4
1986,600000,LUBELSKIE,2014,females,30-39,71.5
1987,800000,LUBUSKIE,2014,females,30-39,74.3
1988,1000000,ŁÓDZKIE,2014,females,30-39,75.6
1989,1200000,MAŁOPOLSKIE,2014,females,30-39,69.6
1990,1400000,MAZOWIECKIE,2014,females,30-39,80.5
1991,1600000,OPOLSKIE,2014,females,30-39,72.3
1992,1800000,PODKARPACKIE,2014,females,30-39,61.0
1993,2000000,PODLASKIE,2014,females,30-39,77.0
1994,2200000,POMORSKIE,2014,females,30-39,69.2
1995,2400000,ŚLĄSKIE,2014,females,30-39,72.9
1996,2600000,ŚWIĘTOKRZYSKIE,2014,females,30-39,67.3
1997,2800000,WARMIŃSKO-MAZURSKIE,2014,females,30-39,65.7
1998,3000000,WIELKOPOLSKIE,2014,females,30-39,72.6
1999,3200000,ZACHODNIOPOMORSKIE,2014,females,30-39,69.2
2000,200000,DOLNOŚLĄSKIE,2015,females,30-39,75.9
2001,400000,KUJAWSKO-POMORSKIE,2015,females,30-39,74.8
2002,600000,LUBELSKIE,2015,females,30-39,73.8
2003,800000,LUBUSKIE,2015,females,30-39,74.3
2004,1000000,ŁÓDZKIE,2015,females,30-39,77.2
2005,1200000,MAŁOPOLSKIE,2015,females,30-39,70.3
2006,1400000,MAZOWIECKIE,2015,females,30-39,80.7
2007,1600000,OPOLSKIE,2015,females,30-39,75.0
2008,1800000,PODKARPACKIE,2015,females,30-39,61.8
2009,2000000,PODLASKIE,2015,females,30-39,76.6
2010,2200000,POMORSKIE,2015,females,30-39,74.3
2011,2400000,ŚLĄSKIE,2015,females,30-39,73.1
2012,2600000,ŚWIĘTOKRZYSKIE,2015,females,30-39,68.4
2013,2800000,WARMIŃSKO-MAZURSKIE,2015,females,30-39,67.0
2014,3000000,WIELKOPOLSKIE,2015,females,30-39,77.6
2015,3200000,ZACHODNIOPOMORSKIE,2015,females,30-39,71.1
2016,200000,DOLNOŚLĄSKIE,2016,females,30-39,77.4
2017,400000,KUJAWSKO-POMORSKIE,2016,females,30-39,72.5
2018,600000,LUBELSKIE,2016,females,30-39,72.0
2019,800000,LUBUSKIE,2016,females,30-39,74.3
2020,1000000,ŁÓDZKIE,2016,females,30-39,80.7
2021,1200000,MAŁOPOLSKIE,2016,females,30-39,73.5
2022,1400000,MAZOWIECKIE,2016,females,30-39,80.6
2023,1600000,OPOLSKIE,2016,females,30-39,71.4
2024,1800000,PODKARPACKIE,2016,females,30-39,67.6
2025,2000000,PODLASKIE,2016,females,30-39,78.4
2026,2200000,POMORSKIE,2016,females,30-39,74.3
2027,2400000,ŚLĄSKIE,2016,females,30-39,76.1
2028,2600000,ŚWIĘTOKRZYSKIE,2016,females,30-39,69.0
2029,2800000,WARMIŃSKO-MAZURSKIE,2016,females,30-39,68.0
2030,3000000,WIELKOPOLSKIE,2016,females,30-39,74.9
2031,3200000,ZACHODNIOPOMORSKIE,2016,females,30-39,73.6
2032,200000,DOLNOŚLĄSKIE,2017,females,30-39,78.1
2033,400000,KUJAWSKO-POMORSKIE,2017,females,30-39,70.1
2034,600000,LUBELSKIE,2017,females,30-39,72.5
2035,800000,LUBUSKIE,2017,females,30-39,75.3
2036,1000000,ŁÓDZKIE,2017,females,30-39,80.3
2037,1200000,MAŁOPOLSKIE,2017,females,30-39,72.4
2038,1400000,MAZOWIECKIE,2017,females,30-39,81.7
2039,1600000,OPOLSKIE,2017,females,30-39,69.8
2040,1800000,PODKARPACKIE,2017,females,30-39,68.1
2041,2000000,PODLASKIE,2017,females,30-39,77.0
2042,2200000,POMORSKIE,2017,females,30-39,76.0
2043,2400000,ŚLĄSKIE,2017,females,30-39,75.8
2044,2600000,ŚWIĘTOKRZYSKIE,2017,females,30-39,68.7
2045,2800000,WARMIŃSKO-MAZURSKIE,2017,females,30-39,68.8
2046,3000000,WIELKOPOLSKIE,2017,females,30-39,77.0
2047,3200000,ZACHODNIOPOMORSKIE,2017,females,30-39,74.8
2048,200000,DOLNOŚLĄSKIE,2018,females,30-39,79.7
2049,400000,KUJAWSKO-POMORSKIE,2018,females,30-39,70.3
2050,600000,LUBELSKIE,2018,females,30-39,72.9
2051,800000,LUBUSKIE,2018,females,30-39,73.2
2052,1000000,ŁÓDZKIE,2018,females,30-39,80.5
2053,1200000,MAŁOPOLSKIE,2018,females,30-39,74.3
2054,1400000,MAZOWIECKIE,2018,females,30-39,82.1
2055,1600000,OPOLSKIE,2018,females,30-39,74.2
2056,1800000,PODKARPACKIE,2018,females,30-39,66.9
2057,2000000,PODLASKIE,2018,females,30-39,77.0
2058,2200000,POMORSKIE,2018,females,30-39,76.5
2059,2400000,ŚLĄSKIE,2018,females,30-39,75.4
2060,2600000,ŚWIĘTOKRZYSKIE,2018,females,30-39,66.7
2061,2800000,WARMIŃSKO-MAZURSKIE,2018,females,30-39,64.9
2062,3000000,WIELKOPOLSKIE,2018,females,30-39,77.2
2063,3200000,ZACHODNIOPOMORSKIE,2018,females,30-39,73.5
2064,200000,DOLNOŚLĄSKIE,2019,females,30-39,80.8
2065,400000,KUJAWSKO-POMORSKIE,2019,females,30-39,71.0
2066,600000,LUBELSKIE,2019,females,30-39,70.5
2067,800000,LUBUSKIE,2019,females,30-39,75.3
2068,1000000,ŁÓDZKIE,2019,females,30-39,77.5
2069,1200000,MAŁOPOLSKIE,2019,females,30-39,73.4
2070,1400000,MAZOWIECKIE,2019,females,30-39,78.7
2071,1600000,OPOLSKIE,2019,females,30-39,73.1
2072,1800000,PODKARPACKIE,2019,females,30-39,67.1
2073,2000000,PODLASKIE,2019,females,30-39,76.9
2074,2200000,POMORSKIE,2019,females,30-39,76.0
2075,2400000,ŚLĄSKIE,2019,females,30-39,76.5
2076,2600000,ŚWIĘTOKRZYSKIE,2019,females,30-39,70.9
2077,2800000,WARMIŃSKO-MAZURSKIE,2019,females,30-39,66.7
2078,3000000,WIELKOPOLSKIE,2019,females,30-39,76.8
2079,3200000,ZACHODNIOPOMORSKIE,2019,females,30-39,73.9
2080,200000,DOLNOŚLĄSKIE,2020,females,30-39,84.8
2081,400000,KUJAWSKO-POMORSKIE,2020,females,30-39,76.2
2082,600000,LUBELSKIE,2020,females,30-39,71.0
2083,800000,LUBUSKIE,2020,females,30-39,76.7
2084,1000000,ŁÓDZKIE,2020,females,30-39,79.8
2085,1200000,MAŁOPOLSKIE,2020,females,30-39,72.7
2086,1400000,MAZOWIECKIE,2020,females,30-39,80.0
2087,1600000,OPOLSKIE,2020,females,30-39,74.6
2088,1800000,PODKARPACKIE,2020,females,30-39,70.4
2089,2000000,PODLASKIE,2020,females,30-39,75.6
2090,2200000,POMORSKIE,2020,females,30-39,76.4
2091,2400000,ŚLĄSKIE,2020,females,30-39,74.7
2092,2600000,ŚWIĘTOKRZYSKIE,2020,females,30-39,71.8
2093,2800000,WARMIŃSKO-MAZURSKIE,2020,females,30-39,69.5
2094,3000000,WIELKOPOLSKIE,2020,females,30-39,77.7
2095,3200000,ZACHODNIOPOMORSKIE,2020,females,30-39,73.7
2096,200000,DOLNOŚLĄSKIE,2021,females,30-39,83.9
2097,400000,KUJAWSKO-POMORSKIE,2021,females,30-39,76.9
2098,600000,LUBELSKIE,2021,females,30-39,77.8
2099,800000,LUBUSKIE,2021,females,30-39,76.4
2100,1000000,ŁÓDZKIE,2021,females,30-39,80.0
2101,1200000,MAŁOPOLSKIE,2021,females,30-39,78.8
2102,1400000,MAZOWIECKIE,2021,females,30-39,83.8
2103,1600000,OPOLSKIE,2021,females,30-39,78.0
2104,1800000,PODKARPACKIE,2021,females,30-39,70.5
2105,2000000,PODLASKIE,2021,females,30-39,80.5
2106,2200000,POMORSKIE,2021,females,30-39,78.3
2107,2400000,ŚLĄSKIE,2021,females,30-39,79.3
2108,2600000,ŚWIĘTOKRZYSKIE,2021,females,30-39,71.8
2109,2800000,WARMIŃSKO-MAZURSKIE,2021,females,30-39,76.1
2110,3000000,WIELKOPOLSKIE,2021,females,30-39,81.2
2111,3200000,ZACHODNIOPOMORSKIE,2021,females,30-39,78.7
2112,200000,DOLNOŚLĄSKIE,2022,females,30-39,82.5
2113,400000,KUJAWSKO-POMORSKIE,2022,females,30-39,82.2
2114,600000,LUBELSKIE,2022,females,30-39,78.5
2115,800000,LUBUSKIE,2022,females,30-39,75.0
2116,1000000,ŁÓDZKIE,2022,females,30-39,84.5
2117,1200000,MAŁOPOLSKIE,2022,females,30-39,78.2
2118,1400000,MAZOWIECKIE,2022,females,30-39,83.8
2119,1600000,OPOLSKIE,2022,females,30-39,82.5
2120,1800000,PODKARPACKIE,2022,females,30-39,72.0
2121,2000000,PODLASKIE,2022,females,30-39,83.1
2122,2200000,POMORSKIE,2022,females,30-39,83.6
2123,2400000,ŚLĄSKIE,2022,females,30-39,80.0
2124,2600000,ŚWIĘTOKRZYSKIE,2022,females,30-39,77.1
2125,2800000,WARMIŃSKO-MAZURSKIE,2022,females,30-39,78.8
2126,3000000,WIELKOPOLSKIE,2022,females,30-39,80.7
2127,3200000,ZACHODNIOPOMORSKIE,2022,females,30-39,81.9
2128,200000,DOLNOŚLĄSKIE,2023,females,30-39,82.2
2129,400000,KUJAWSKO-POMORSKIE,2023,females,30-39,84.8
2130,600000,LUBELSKIE,2023,females,30-39,83.2
2131,800000,LUBUSKIE,2023,females,30-39,81.0
2132,1000000,ŁÓDZKIE,2023,females,30-39,80.1
2133,1200000,MAŁOPOLSKIE,2023,females,30-39,80.0
2134,1400000,MAZOWIECKIE,2023,females,30-39,86.0
2135,1600000,OPOLSKIE,2023,females,30-39,83.1
2136,1800000,PODKARPACKIE,2023,females,30-39,73.3
2137,2000000,PODLASKIE,2023,females,30-39,81.9
2138,2200000,POMORSKIE,2023,females,30-39,88.1
2139,2400000,ŚLĄSKIE,2023,females,30-39,80.7
2140,2600000,ŚWIĘTOKRZYSKIE,2023,females,30-39,76.6
2141,2800000,WARMIŃSKO-MAZURSKIE,2023,females,30-39,74.4
2142,3000000,WIELKOPOLSKIE,2023,females,30-39,79.1
2143,3200000,ZACHODNIOPOMORSKIE,2023,females,30-39,79.8
2144,200000,DOLNOŚLĄSKIE,2024,females,30-39,82.5
2145,400000,KUJAWSKO-POMORSKIE,2024,females,30-39,79.7
2146,600000,LUBELSKIE,2024,females,30-39,82.8
2147,800000,LUBUSKIE,2024,females,30-39,79.4
2148,1000000,ŁÓDZKIE,2024,females,30-39,80.0
2149,1200000,MAŁOPOLSKIE,2024,females,30-39,82.8
2150,1400000,MAZOWIECKIE,2024,females,30-39,84.9
2151,1600000,OPOLSKIE,2024,females,30-39,85.7
2152,1800000,PODKARPACKIE,2024,females,30-39,73.5
2153,2000000,PODLASKIE,2024,females,30-39,78.9
2154,2200000,POMORSKIE,2024,females,30-39,84.4
2155,2400000,ŚLĄSKIE,2024,females,30-39,82.6
2156,2600000,ŚWIĘTOKRZYSKIE,2024,females,30-39,75.0
2157,2800000,WARMIŃSKO-MAZURSKIE,2024,females,30-39,77.4
2158,3000000,WIELKOPOLSKIE,2024,females,30-39,78.7
2159,3200000,ZACHODNIOPOMORSKIE,2024,females,30-39,75.2
2160,200000,DOLNOŚLĄSKIE,2010,total,40-49,76.4
2161,400000,KUJAWSKO-POMORSKIE,2010,total,40-49,78.1
2162,600000,LUBELSKIE,2010,total,40-49,77.9
2163,800000,LUBUSKIE,2010,total,40-49,75.6
2164,1000000,ŁÓDZKIE,2010,total,40-49,78.7
2165,1200000,MAŁOPOLSKIE,2010,total,40-49,72.2
2166,1400000,MAZOWIECKIE,2010,total,40-49,81.1
2167,1600000,OPOLSKIE,2010,total,40-49,78.3
2168,1800000,PODKARPACKIE,2010,total,40-49,66.8
2169,2000000,PODLASKIE,2010,total,40-49,78.8
2170,2200000,POMORSKIE,2010,total,40-49,75.0
2171,2400000,ŚLĄSKIE,2010,total,40-49,75.8
2172,2600000,ŚWIĘTOKRZYSKIE,2010,total,40-49,75.0
2173,2800000,WARMIŃSKO-MAZURSKIE,2010,total,40-49,74.5
2174,3000000,WIELKOPOLSKIE,2010,total,40-49,78.2
2175,3200000,ZACHODNIOPOMORSKIE,2010,total,40-49,73.2
2176,200000,DOLNOŚLĄSKIE,2011,total,40-49,78.3
2177,400000,KUJAWSKO-POMORSKIE,2011,total,40-49,77.6
2178,600000,LUBELSKIE,2011,total,40-49,78.4
2179,800000,LUBUSKIE,2011,total,40-49,78.0
2180,1000000,ŁÓDZKIE,2011,total,40-49,79.8
2181,1200000,MAŁOPOLSKIE,2011,total,40-49,71.8
2182,1400000,MAZOWIECKIE,2011,total,40-49,81.8
2183,1600000,OPOLSKIE,2011,total,40-49,77.7
2184,1800000,PODKARPACKIE,2011,total,40-49,67.1
2185,2000000,PODLASKIE,2011,total,40-49,78.4
2186,2200000,POMORSKIE,2011,total,40-49,74.7
2187,2400000,ŚLĄSKIE,2011,total,40-49,76.8
2188,2600000,ŚWIĘTOKRZYSKIE,2011,total,40-49,74.3
2189,2800000,WARMIŃSKO-MAZURSKIE,2011,total,40-49,72.4
2190,3000000,WIELKOPOLSKIE,2011,total,40-49,78.1
2191,3200000,ZACHODNIOPOMORSKIE,2011,total,40-49,73.9
2192,200000,DOLNOŚLĄSKIE,2012,total,40-49,77.3
2193,400000,KUJAWSKO-POMORSKIE,2012,total,40-49,77.6
2194,600000,LUBELSKIE,2012,total,40-49,78.0
2195,800000,LUBUSKIE,2012,total,40-49,76.2
2196,1000000,ŁÓDZKIE,2012,total,40-49,78.2
2197,1200000,MAŁOPOLSKIE,2012,total,40-49,71.7
2198,1400000,MAZOWIECKIE,2012,total,40-49,82.1
2199,1600000,OPOLSKIE,2012,total,40-49,77.9
2200,1800000,PODKARPACKIE,2012,total,40-49,68.1
2201,2000000,PODLASKIE,2012,total,40-49,79.2
2202,2200000,POMORSKIE,2012,total,40-49,75.1
2203,2400000,ŚLĄSKIE,2012,total,40-49,77.3
2204,2600000,ŚWIĘTOKRZYSKIE,2012,total,40-49,74.7
2205,2800000,WARMIŃSKO-MAZURSKIE,2012,total,40-49,71.5
2206,3000000,WIELKOPOLSKIE,2012,total,40-49,78.1
2207,3200000,ZACHODNIOPOMORSKIE,2012,total,40-49,74.1
2208,200000,DOLNOŚLĄSKIE,2013,total,40-49,76.0
2209,400000,KUJAWSKO-POMORSKIE,2013,total,40-49,77.1
2210,600000,LUBELSKIE,2013,total,40-49,77.7
2211,800000,LUBUSKIE,2013,total,40-49,74.6
2212,1000000,ŁÓDZKIE,2013,total,40-49,78.2
2213,1200000,MAŁOPOLSKIE,2013,total,40-49,73.2
2214,1400000,MAZOWIECKIE,2013,total,40-49,82.3
2215,1600000,OPOLSKIE,2013,total,40-49,78.8
2216,1800000,PODKARPACKIE,2013,total,40-49,68.7
2217,2000000,PODLASKIE,2013,total,40-49,78.3
2218,2200000,POMORSKIE,2013,total,40-49,74.3
2219,2400000,ŚLĄSKIE,2013,total,40-49,76.1
2220,2600000,ŚWIĘTOKRZYSKIE,2013,total,40-49,75.3
2221,2800000,WARMIŃSKO-MAZURSKIE,2013,total,40-49,70.9
2222,3000000,WIELKOPOLSKIE,2013,total,40-49,78.3
2223,3200000,ZACHODNIOPOMORSKIE,2013,total,40-49,75.9
2224,200000,DOLNOŚLĄSKIE,2014,total,40-49,79.0
2225,400000,KUJAWSKO-POMORSKIE,2014,total,40-49,77.6
2226,600000,LUBELSKIE,2014,total,40-49,80.3
2227,800000,LUBUSKIE,2014,total,40-49,77.6
2228,1000000,ŁÓDZKIE,2014,total,40-49,79.6
2229,1200000,MAŁOPOLSKIE,2014,total,40-49,75.1
2230,1400000,MAZOWIECKIE,2014,total,40-49,82.5
2231,1600000,OPOLSKIE,2014,total,40-49,80.0
2232,1800000,PODKARPACKIE,2014,total,40-49,69.0
2233,2000000,PODLASKIE,2014,total,40-49,79.9
2234,2200000,POMORSKIE,2014,total,40-49,77.5
2235,2400000,ŚLĄSKIE,2014,total,40-49,77.3
2236,2600000,ŚWIĘTOKRZYSKIE,2014,total,40-49,74.9
2237,2800000,WARMIŃSKO-MAZURSKIE,2014,total,40-49,73.5
2238,3000000,WIELKOPOLSKIE,2014,total,40-49,79.4
2239,3200000,ZACHODNIOPOMORSKIE,2014,total,40-49,78.7
2240,200000,DOLNOŚLĄSKIE,2015,total,40-49,82.7
2241,400000,KUJAWSKO-POMORSKIE,2015,total,40-49,78.4
2242,600000,LUBELSKIE,2015,total,40-49,80.5
2243,800000,LUBUSKIE,2015,total,40-49,80.8
2244,1000000,ŁÓDZKIE,2015,total,40-49,79.8
2245,1200000,MAŁOPOLSKIE,2015,total,40-49,74.9
2246,1400000,MAZOWIECKIE,2015,total,40-49,83.0
2247,1600000,OPOLSKIE,2015,total,40-49,81.4
2248,1800000,PODKARPACKIE,2015,total,40-49,71.7
2249,2000000,PODLASKIE,2015,total,40-49,79.3
2250,2200000,POMORSKIE,2015,total,40-49,78.2
2251,2400000,ŚLĄSKIE,2015,total,40-49,79.2
2252,2600000,ŚWIĘTOKRZYSKIE,2015,total,40-49,76.2
2253,2800000,WARMIŃSKO-MAZURSKIE,2015,total,40-49,75.6
2254,3000000,WIELKOPOLSKIE,2015,total,40-49,80.3
2255,3200000,ZACHODNIOPOMORSKIE,2015,total,40-49,79.5
2256,200000,DOLNOŚLĄSKIE,2016,total,40-49,83.4
2257,400000,KUJAWSKO-POMORSKIE,2016,total,40-49,80.2
2258,600000,LUBELSKIE,2016,total,40-49,80.9
2259,800000,LUBUSKIE,2016,total,40-49,83.1
2260,1000000,ŁÓDZKIE,2016,total,40-49,82.1
2261,1200000,MAŁOPOLSKIE,2016,total,40-49,76.0
2262,1400000,MAZOWIECKIE,2016,total,40-49,84.4
2263,1600000,OPOLSKIE,2016,total,40-49,82.8
2264,1800000,PODKARPACKIE,2016,total,40-49,73.6
2265,2000000,PODLASKIE,2016,total,40-49,82.9
2266,2200000,POMORSKIE,2016,total,40-49,80.3
2267,2400000,ŚLĄSKIE,2016,total,40-49,79.7
2268,2600000,ŚWIĘTOKRZYSKIE,2016,total,40-49,78.6
2269,2800000,WARMIŃSKO-MAZURSKIE,2016,total,40-49,76.3
2270,3000000,WIELKOPOLSKIE,2016,total,40-49,80.5
2271,3200000,ZACHODNIOPOMORSKIE,2016,total,40-49,79.4
2272,200000,DOLNOŚLĄSKIE,2017,total,40-49,85.1
2273,400000,KUJAWSKO-POMORSKIE,2017,total,40-49,82.1
2274,600000,LUBELSKIE,2017,total,40-49,81.6
2275,800000,LUBUSKIE,2017,total,40-49,83.6
2276,1000000,ŁÓDZKIE,2017,total,40-49,83.5
2277,1200000,MAŁOPOLSKIE,2017,total,40-49,79.3
2278,1400000,MAZOWIECKIE,2017,total,40-49,84.8
2279,1600000,OPOLSKIE,2017,total,40-49,82.1
2280,1800000,PODKARPACKIE,2017,total,40-49,75.1
2281,2000000,PODLASKIE,2017,total,40-49,85.1
2282,2200000,POMORSKIE,2017,total,40-49,81.2
2283,2400000,ŚLĄSKIE,2017,total,40-49,80.0
2284,2600000,ŚWIĘTOKRZYSKIE,2017,total,40-49,77.7
2285,2800000,WARMIŃSKO-MAZURSKIE,2017,total,40-49,78.9
2286,3000000,WIELKOPOLSKIE,2017,total,40-49,83.9
2287,3200000,ZACHODNIOPOMORSKIE,2017,total,40-49,82.3
2288,200000,DOLNOŚLĄSKIE,2018,total,40-49,85.3
2289,400000,KUJAWSKO-POMORSKIE,2018,total,40-49,83.2
2290,600000,LUBELSKIE,2018,total,40-49,84.0
2291,800000,LUBUSKIE,2018,total,40-49,86.3
2292,1000000,ŁÓDZKIE,2018,total,40-49,84.4
2293,1200000,MAŁOPOLSKIE,2018,total,40-49,79.7
2294,1400000,MAZOWIECKIE,2018,total,40-49,88.1
2295,1600000,OPOLSKIE,2018,total,40-49,86.3
2296,1800000,PODKARPACKIE,2018,total,40-49,74.6
2297,2000000,PODLASKIE,2018,total,40-49,84.4
2298,2200000,POMORSKIE,2018,total,40-49,83.1
2299,2400000,ŚLĄSKIE,2018,total,40-49,83.7
2300,2600000,ŚWIĘTOKRZYSKIE,2018,total,40-49,78.6
2301,2800000,WARMIŃSKO-MAZURSKIE,2018,total,40-49,78.1
2302,3000000,WIELKOPOLSKIE,2018,total,40-49,87.1
2303,3200000,ZACHODNIOPOMORSKIE,2018,total,40-49,82.7
2304,200000,DOLNOŚLĄSKIE,2019,total,40-49,85.7
2305,400000,KUJAWSKO-POMORSKIE,2019,total,40-49,84.6
2306,600000,LUBELSKIE,2019,total,40-49,82.3
2307,800000,LUBUSKIE,2019,total,40-49,84.7
2308,1000000,ŁÓDZKIE,2019,total,40-49,86.4
2309,1200000,MAŁOPOLSKIE,2019,total,40-49,79.6
2310,1400000,MAZOWIECKIE,2019,total,40-49,88.3
2311,1600000,OPOLSKIE,2019,total,40-49,85.5
2312,1800000,PODKARPACKIE,2019,total,40-49,76.3
2313,2000000,PODLASKIE,2019,total,40-49,84.7
2314,2200000,POMORSKIE,2019,total,40-49,85.9
2315,2400000,ŚLĄSKIE,2019,total,40-49,84.5
2316,2600000,ŚWIĘTOKRZYSKIE,2019,total,40-49,82.2
2317,2800000,WARMIŃSKO-MAZURSKIE,2019,total,40-49,79.9
2318,3000000,WIELKOPOLSKIE,2019,total,40-49,86.9
2319,3200000,ZACHODNIOPOMORSKIE,2019,total,40-49,83.5
2320,200000,DOLNOŚLĄSKIE,2020,total,40-49,86.2
2321,400000,KUJAWSKO-POMORSKIE,2020,total,40-49,84.7
2322,600000,LUBELSKIE,2020,total,40-49,81.7
2323,800000,LUBUSKIE,2020,total,40-49,84.1
2324,1000000,ŁÓDZKIE,2020,total,40-49,87.9
2325,1200000,MAŁOPOLSKIE,2020,total,40-49,80.3
2326,1400000,MAZOWIECKIE,2020,total,40-49,87.0
2327,1600000,OPOLSKIE,2020,total,40-49,86.4
2328,1800000,PODKARPACKIE,2020,total,40-49,77.5
2329,2000000,PODLASKIE,2020,total,40-49,84.8
2330,2200000,POMORSKIE,2020,total,40-49,85.8
2331,2400000,ŚLĄSKIE,2020,total,40-49,84.3
2332,2600000,ŚWIĘTOKRZYSKIE,2020,total,40-49,84.1
2333,2800000,WARMIŃSKO-MAZURSKIE,2020,total,40-49,80.5
2334,3000000,WIELKOPOLSKIE,2020,total,40-49,87.6
2335,3200000,ZACHODNIOPOMORSKIE,2020,total,40-49,84.5
2336,200000,DOLNOŚLĄSKIE,2021,total,40-49,87.6
2337,400000,KUJAWSKO-POMORSKIE,2021,total,40-49,87.4
2338,600000,LUBELSKIE,2021,total,40-49,85.2
2339,800000,LUBUSKIE,2021,total,40-49,86.9
2340,1000000,ŁÓDZKIE,2021,total,40-49,87.6
2341,1200000,MAŁOPOLSKIE,2021,total,40-49,84.4
2342,1400000,MAZOWIECKIE,2021,total,40-49,89.7
2343,1600000,OPOLSKIE,2021,total,40-49,87.9
2344,1800000,PODKARPACKIE,2021,total,40-49,81.4
2345,2000000,PODLASKIE,2021,total,40-49,88.6
2346,2200000,POMORSKIE,2021,total,40-49,87.2
2347,2400000,ŚLĄSKIE,2021,total,40-49,86.6
2348,2600000,ŚWIĘTOKRZYSKIE,2021,total,40-49,88.3
2349,2800000,WARMIŃSKO-MAZURSKIE,2021,total,40-49,83.9
2350,3000000,WIELKOPOLSKIE,2021,total,40-49,88.1
2351,3200000,ZACHODNIOPOMORSKIE,2021,total,40-49,85.3
2352,200000,DOLNOŚLĄSKIE,2022,total,40-49,87.7
2353,400000,KUJAWSKO-POMORSKIE,2022,total,40-49,88.0
2354,600000,LUBELSKIE,2022,total,40-49,87.2
2355,800000,LUBUSKIE,2022,total,40-49,87.1
2356,1000000,ŁÓDZKIE,2022,total,40-49,86.6
2357,1200000,MAŁOPOLSKIE,2022,total,40-49,84.2
2358,1400000,MAZOWIECKIE,2022,total,40-49,90.9
2359,1600000,OPOLSKIE,2022,total,40-49,87.9
2360,1800000,PODKARPACKIE,2022,total,40-49,80.7
2361,2000000,PODLASKIE,2022,total,40-49,89.6
2362,2200000,POMORSKIE,2022,total,40-49,88.8
2363,2400000,ŚLĄSKIE,2022,total,40-49,89.6
2364,2600000,ŚWIĘTOKRZYSKIE,2022,total,40-49,88.4
2365,2800000,WARMIŃSKO-MAZURSKIE,2022,total,40-49,83.8
2366,3000000,WIELKOPOLSKIE,2022,total,40-49,91.4
2367,3200000,ZACHODNIOPOMORSKIE,2022,total,40-49,87.1
2368,200000,DOLNOŚLĄSKIE,2023,total,40-49,89.5
2369,400000,KUJAWSKO-POMORSKIE,2023,total,40-49,88.6
2370,600000,LUBELSKIE,2023,total,40-49,85.5
2371,800000,LUBUSKIE,2023,total,40-49,86.6
2372,1000000,ŁÓDZKIE,2023,total,40-49,88.2
2373,1200000,MAŁOPOLSKIE,2023,total,40-49,85.5
2374,1400000,MAZOWIECKIE,2023,total,40-49,91.9
2375,1600000,OPOLSKIE,2023,total,40-49,85.4
2376,1800000,PODKARPACKIE,2023,total,40-49,83.5
2377,2000000,PODLASKIE,2023,total,40-49,89.2
2378,2200000,POMORSKIE,2023,total,40-49,87.3
2379,2400000,ŚLĄSKIE,2023,total,40-49,88.0
2380,2600000,ŚWIĘTOKRZYSKIE,2023,total,40-49,86.7
2381,2800000,WARMIŃSKO-MAZURSKIE,2023,total,40-49,87.0
2382,3000000,WIELKOPOLSKIE,2023,total,40-49,90.3
2383,3200000,ZACHODNIOPOMORSKIE,2023,total,40-49,88.2
